uid,等级,渠道,ip地址
1006089,1,mnwwest,"170.239.69.84, 130.176.164.71"
1007189,1,mnwwest,"213.205.192.149, 130.176.6.80"
1007289,1,mnwwest,"190.176.227.132, 130.176.220.5"
1007589,1,mnwwest,"82.132.229.110, 130.176.222.73"
1007789,1,mnwwest,"68.144.101.99, 70.132.31.156"
1008089,1,mnwwest,"191.102.246.151, 130.176.220.4"
1008989,1,mnwwest,"45.172.80.120, 52.46.43.135"
1010189,1,mnwwest,"108.53.56.149, 15.158.35.149"
1010789,1,mnwwest,"177.54.189.235, 52.46.43.75"
1011089,1,mnwwest,"189.48.65.249, 130.176.164.175"
1000490,1,mnwwest,"117.28.135.195, 70.132.50.165"
1001990,1,mnwwest,"123.253.49.189, 130.176.187.10"
1002290,1,mnwwest,"188.83.204.90, 64.252.170.158"
1002590,1,mnwwest,"177.104.95.17, 130.176.164.137"
1002790,1,mnwwest,"85.251.6.111, 130.176.170.115"
1003790,1,mnwwest,"180.190.143.51, 64.252.188.124"
1004990,1,mnwwest,"112.200.166.158, 130.176.187.1"
1005590,1,mnwwest,"79.169.157.142, 64.252.170.83"
1006490,1,mnwwest,"92.40.174.10, 70.132.38.118"
1007990,1,mnwwest,"138.121.106.251, 15.158.19.178"
1008890,1,mnwwest,"67.246.185.143, 15.158.35.149"
1009990,1,mnwwest,"177.190.66.117, 15.158.19.178"
1010690,1,mnwwest,"187.244.106.208, 15.158.29.74"
1006391,1,mnwwest,"71.95.19.198, 15.158.5.51"
1006591,1,mnwwest,"195.18.25.34, 15.158.55.73"
1006691,1,mnwwest,"121.200.4.37, 130.176.108.136"
1009691,1,mnwwest,"200.91.35.149, 130.176.220.15"
1010291,1,mnwwest,"189.195.201.14, 15.158.29.84"
1000292,1,mnwwest,"189.219.21.126, 15.158.29.74"
1000592,1,mnwwest,"58.169.244.87, 130.176.108.158"
1001092,1,mnwwest,"112.204.120.4, 130.176.93.134"
1001492,1,mnwwest,"180.190.6.76, 130.176.93.150"
1001992,1,mnwwest,"88.157.173.158, 64.252.170.158"
1002292,1,mnwwest,"79.176.208.115, 130.176.155.69"
1002392,1,mnwwest,"130.105.197.45, 130.176.25.136"
1002592,1,mnwwest,"191.189.1.37, 15.158.8.136"
1003292,1,mnwwest,"187.148.120.97, 130.176.56.141"
1004192,1,mnwwest,"98.51.5.38, 15.158.4.49"
1005892,1,mnwwest,"177.223.235.14, 15.158.37.40"
1006792,1,mnwwest,"75.158.240.147, 130.176.130.94"
1006892,1,mnwwest,"189.203.174.179, 130.176.55.92"
1007692,1,mnwwest,"189.142.221.248, 130.176.4.140"
1008292,1,mnwwest,"181.46.71.192, 15.158.19.146"
1009492,1,mnwwest,"177.72.190.8, 15.158.8.149"
1009992,1,mnwwest,"190.112.138.31, 130.176.220.52"
1000693,1,mnwwest,"177.236.69.74, 130.176.174.131"
1002593,1,mnwwest,"203.118.163.127, 130.176.150.8"
1002693,1,mnwwest,"87.103.100.241, 64.252.170.75"
1002893,1,mnwwest,"90.196.15.26, 70.132.49.150"
1005093,1,mnwwest,"65.151.183.244, 64.252.140.89"
1007493,1,mnwwest,"177.52.29.137, 15.158.19.167"
1009093,1,mnwwest,"179.107.131.236, 130.176.40.10"
1009493,1,mnwwest,"173.22.177.151, 15.158.2.4"
1009593,1,mnwwest,"207.191.167.78, 130.176.40.157"
1009693,1,mnwwest,"187.244.122.216, 15.158.29.87"
1000794,1,mnwwest,"122.108.56.122, 130.176.108.14"
1001194,1,mnwwest,"217.129.27.59, 15.158.55.79"
1001594,1,mnwwest,"179.108.54.174, 15.158.8.168"
1002494,1,mnwwest,"191.7.55.196, 15.158.8.175"
1002694,1,mnwwest,"170.84.145.33, 130.176.40.157"
1005394,1,mnwwest,"174.210.229.164, 70.132.36.70"
1005594,1,mnwwest,"190.115.67.51, 130.176.40.165"
1006494,1,mnwwest,"186.23.28.138, 130.176.220.53"
1007094,1,mnwwest,"200.126.224.244, 130.176.220.3"
1009194,1,mnwwest,"177.38.155.47, 15.158.19.171"
1009294,1,mnwwest,"45.168.89.252, 15.158.19.146"
1010294,1,mnwwest,"187.200.98.57, 15.158.29.87"
1010494,1,mnwwest,"121.200.6.112, 130.176.108.146"
1010694,1,mnwwest,"200.101.44.97, 15.158.19.146"
1000195,1,mnwwest,"179.125.199.190, 130.176.40.15"
1000995,1,mnwwest,"124.106.233.12, 130.176.187.74"
1001795,1,mnwwest,"130.105.135.85, 64.252.188.81"
1002095,1,mnwwest,"81.84.234.35, 64.252.170.151"
1003095,1,mnwwest,"168.205.167.5, 52.46.43.110"
1003395,1,mnwwest,"170.247.80.218, 130.176.164.71"
1004295,1,mnwwest,"108.199.197.122, 15.158.2.7"
1006595,1,mnwwest,"168.90.141.33, 15.158.37.19"
1007395,1,mnwwest,"5.68.20.136, 64.252.166.67"
1008095,1,mnwwest,"86.150.44.69, 130.176.222.69"
1008295,1,mnwwest,"189.68.157.56, 15.158.19.146"
1008895,1,mnwwest,"69.131.192.251, 130.176.210.82"
1009295,1,mnwwest,"86.18.113.244, 130.176.97.93"
1010095,1,mnwwest,"187.19.243.198, 15.158.8.183"
1001596,1,mnwwest,"109.49.179.109, 64.252.170.83"
1001696,1,mnwwest,"177.54.193.194, 130.176.40.165"
1002796,1,mnwwest,"90.205.220.151, 130.176.97.138"
1006496,1,mnwwest,"181.46.137.194, 130.176.220.37"
1007096,1,mnwwest,"186.12.57.143, 130.176.220.53"
1008496,1,mnwwest,"189.123.99.34, 15.158.19.146"
1009796,1,mnwwest,"190.183.62.72, 130.176.164.71"
1010696,1,mnwwest,"190.110.181.95, 130.176.220.15"
1000297,1,mnwwest,"69.245.25.95, 130.176.210.85"
1001097,1,mnwwest,"121.123.43.221, 130.176.7.144"
1003097,1,mnwwest,"201.77.106.246, 15.158.8.136"
1003197,1,mnwwest,"82.26.176.230, 130.176.97.77"
1003997,1,mnwwest,"134.41.32.194, 15.158.35.165"
1004097,1,mnwwest,"190.244.250.32, 130.176.220.15"
1005497,1,mnwwest,"86.10.168.172, 130.176.222.69"
1005997,1,mnwwest,"143.137.34.64, 15.158.37.12"
1007997,1,mnwwest,"187.188.76.83, 15.158.29.79"
1008497,1,mnwwest,"189.172.2.169, 70.132.58.73"
1009497,1,mnwwest,"187.86.78.111, 15.158.37.12"
1011197,1,mnwwest,"37.133.109.119, 15.158.55.73"
1011297,1,mnwwest,"175.176.58.123, 130.176.187.74"
1000198,1,mnwwest,"187.21.110.189, 15.158.19.178"
1001698,1,mnwwest,"112.204.169.234, 130.176.187.7"
1002798,1,mnwwest,"179.220.220.65, 15.158.8.168"
1003798,1,mnwwest,"181.89.248.211, 130.176.220.53"
1004398,1,mnwwest,"193.123.102.204, 130.176.40.15"
1004998,1,mnwwest,"200.92.232.152, 130.176.4.67"
1005698,1,mnwwest,"115.164.184.196, 130.176.7.159"
1006498,1,mnwwest,"190.244.105.175, 130.176.220.4"
1008298,1,mnwwest,"191.241.142.2, 130.176.220.47"
1008398,1,mnwwest,"131.161.233.65, 15.158.19.167"
1010498,1,mnwwest,"186.141.198.142, 15.158.19.171"
1000699,1,mnwwest,"191.43.10.33, 15.158.19.146"
1002899,1,mnwwest,"86.16.145.37, 64.252.166.67"
1003699,1,mnwwest,"186.225.32.12, 130.176.40.100"
1004999,1,mnwwest,"187.156.245.62, 130.176.56.138"
1005899,1,mnwwest,"60.234.199.32, 130.176.150.87"
1007599,1,mnwwest,"175.176.19.99, 130.176.93.134"
1008299,1,mnwwest,"90.254.114.105, 130.176.222.70"
1008599,1,mnwwest,"172.58.171.225, 70.132.58.67"
1009799,1,mnwwest,"177.37.147.96, 15.158.8.168"
1009899,1,mnwwest,"189.159.255.128, 130.176.56.85"
2000300,1,mnwwest,"189.27.216.125, 130.176.40.139"
2001800,1,mnwwest,"181.99.40.85, 130.176.220.52"
2005100,1,mnwwest,"70.83.118.143, 130.176.130.135"
2005500,1,mnwwest,"45.233.255.2, 15.158.37.5"
2005800,1,mnwwest,"69.242.32.12, 15.158.35.150"
2006300,1,mnwwest,"187.190.184.216, 130.176.55.77"
2006500,1,mnwwest,"72.241.248.76, 70.132.0.100"
2009000,1,mnwwest,"89.7.91.183, 15.158.55.71"
2009300,1,mnwwest,"122.3.206.198, 130.176.93.134"
2011300,1,mnwwest,"172.58.3.116, 130.176.179.14"
2012100,1,mnwwest,"186.224.155.55, 15.158.19.167"
2013500,1,mnwwest,"76.181.66.94, 15.158.61.44"
2002801,1,mnwwest,"96.23.108.79, 130.176.130.97"
2004601,1,mnwwest,"85.255.235.213, 130.176.222.12"
2006901,1,mnwwest,"201.141.16.25, 64.252.161.103"
2011201,1,mnwwest,"96.37.36.94, 130.176.210.82"
2013301,1,mnwwest,"45.53.215.247, 130.176.179.48"
2001202,1,mnwwest,"177.228.135.137, 130.176.4.132"
2001902,1,mnwwest,"79.70.181.122, 64.252.166.92"
2003102,1,mnwwest,"174.207.164.245, 70.132.36.97"
2003302,1,mnwwest,"136.158.70.207, 130.176.25.141"
2003802,1,mnwwest,"174.199.105.214, 15.158.2.13"
2005002,1,mnwwest,"86.20.170.22, 70.132.49.150"
2005802,1,mnwwest,"68.172.42.33, 15.158.35.149"
2007102,1,mnwwest,"189.216.86.68, 15.158.29.87"
2007402,1,mnwwest,"108.39.40.205, 130.176.179.46"
2008702,1,mnwwest,"94.6.104.31, 64.252.166.92"
2009702,1,mnwwest,"189.217.99.189, 15.158.29.84"
2009802,1,mnwwest,"189.195.193.67, 130.176.174.71"
2011702,1,mnwwestios,"73.135.191.69, 130.176.179.54"
2012302,1,mnwwest,"64.112.110.234, 15.158.15.4"
2000703,1,mnwwest,"189.153.12.126, 130.176.4.85"
2001203,1,mnwwest,"122.52.248.193, 130.176.93.82"
2001603,1,mnwwest,"187.244.57.102, 130.176.174.71"
2003503,1,mnwwest,"62.117.227.171, 15.158.55.118"
2003703,1,mnwwest,"189.179.135.121, 130.176.56.14"
2004703,1,mnwwest,"91.84.104.9, 130.176.222.70"
2004803,1,mnwwest,"187.102.82.252, 130.176.164.14"
2006603,1,mnwwest,"200.236.201.114, 130.176.40.15"
2011103,1,mnwwest,"177.185.44.147, 15.158.19.146"
2011903,1,mnwwest,"107.139.126.197, 15.158.29.84"
2013003,1,mnwwest,"104.10.149.81, 15.158.2.11"
2000504,1,mnwwest,"136.158.64.36, 130.176.93.161"
2005904,1,mnwwest,"5.198.67.147, 64.252.166.150"
2006504,1,mnwwest,"45.6.165.252, 130.176.164.137"
2008004,1,mnwwest,"172.58.176.114, 15.158.29.74"
2008504,1,mnwwest,"79.116.102.246, 64.252.132.79"
2009704,1,mnwwest,"189.193.59.188, 15.158.29.116"
2010704,1,mnwwest,"142.118.24.47, 15.158.17.84"
2011304,1,mnwwest,"177.91.1.241, 130.176.164.150"
2011404,1,mnwwest,"201.119.32.233, 70.132.9.106"
2011604,1,mnwwest,"73.64.240.153, 130.176.210.82"
2013104,1,mnwwest,"68.203.247.234, 15.158.29.115"
2013604,1,mnwwest,"130.105.24.172, 130.176.93.76"
2001505,1,mnwwest,"76.138.139.28, 70.132.31.82"
2005805,1,mnwwest,"174.105.105.52, 15.158.61.49"
2006405,1,mnwwest,"45.166.69.41, 15.158.8.146"
2006905,1,mnwwest,"24.164.152.135, 15.158.35.149"
2008305,1,mnwwest,"110.54.174.52, 130.176.93.139"
2009005,1,mnwwest,"138.204.235.66, 15.158.8.144"
2009805,1,mnwwest,"73.64.68.142, 130.176.210.82"
2011905,1,mnwwest,"172.98.245.161, 70.132.9.101"
2013105,1,mnwwest,"204.14.38.79, 15.158.2.13"
2000206,1,mnwwest,"201.162.219.249, 70.132.9.99"
2000806,1,mnwwest,"170.233.31.177, 52.46.43.75"
2003106,1,mnwwest,"180.191.151.113, 130.176.93.82"
2003606,1,mnwwest,"85.85.58.156, 15.158.55.71"
2004006,1,mnwwest,"37.189.235.58, 64.252.170.81"
2004506,1,mnwwest,"110.54.155.178, 130.176.93.150"
2005406,1,mnwwest,"177.231.18.172, 15.158.29.74"
2005606,1,mnwwest,"189.220.43.207, 70.132.6.138"
2006206,1,mnwwest,"73.9.232.228, 15.158.2.13"
2009806,1,mnwwest,"174.197.5.53, 15.158.29.74"
2012706,1,mnwwest,"122.53.77.209, 130.176.187.109"
2012906,1,mnwwest,"174.205.32.6, 15.158.15.45"
2013606,1,mnwwest,"86.9.160.152, 64.252.166.150"
2000007,1,mnwwest,"63.157.13.19, 15.158.4.49"
2001607,1,mnwwest,"174.198.129.130, 70.132.0.73"
2002107,1,mnwwest,"136.158.39.160, 130.176.93.134"
2002507,1,mnwwest,"203.184.23.33, 130.176.150.149"
2005607,1,mnwwest,"208.191.21.142, 70.132.6.96"
2007607,1,mnwwest,"120.28.195.69, 130.176.25.141"
2008807,1,mnwwest,"115.133.213.140, 130.176.7.144"
2009707,1,mnwwest,"98.26.195.143, 130.176.210.118"
2010607,1,mnwwest,"177.12.182.95, 15.158.37.19"
2011807,1,mnwwest,"174.119.57.65, 64.252.147.135"
2012307,1,mnwwest,"68.47.52.166, 15.158.2.13"
2000708,1,mnwwest,"187.202.116.44, 130.176.56.138"
2001608,1,mnwwest,"201.138.192.147, 15.158.29.84"
2002508,1,mnwwest,"60.53.34.13, 130.176.7.159"
2002608,1,mnwwest,"130.105.99.250, 130.176.187.68"
2003308,1,mnwwest,"180.190.133.79, 130.176.187.10"
2005908,1,mnwwest,"199.119.233.200, 64.252.147.15"
2006408,1,mnwwest,"174.231.208.44, 15.158.2.11"
2006708,1,mnwwest,"172.114.199.128, 130.176.174.1"
2007608,1,mnwwest,"76.178.174.45, 130.176.174.105"
2008108,1,mnwwest,"194.12.132.29, 130.176.221.196"
2010508,1,mnwwest,"73.192.169.83, 15.158.5.46"
2012508,1,mnwwest,"175.176.40.242, 130.176.93.150"
2000509,1,mnwwest,"189.139.182.179, 130.176.174.1"
2000909,1,mnwwest,"202.3.238.226, 70.132.18.75"
2001609,1,mnwwest,"200.73.151.131, 130.176.220.53"
2002109,1,mnwwest,"189.18.45.182, 130.176.40.165"
2003209,1,mnwwest,"173.63.191.161, 15.158.35.145"
2003409,1,mnwwest,"45.239.236.232, 15.158.8.175"
2003709,1,mnwwest,"86.4.135.87, 130.176.222.120"
2003809,1,mnwwest,"189.217.81.225, 130.176.55.92"
2004809,1,mnwwest,"167.248.136.30, 15.158.11.80"
2005609,1,mnwwest,"68.6.165.187, 15.158.15.4"
2006009,1,mnwwest,"208.114.164.25, 15.158.2.13"
2007309,1,mnwwest,"200.68.173.96, 15.158.29.116"
2007809,1,mnwwest,"118.211.242.107, 130.176.108.1"
2009109,1,mnwwest,"175.142.85.120, 130.176.187.10"
2010309,1,mnwwest,"177.53.175.130, 15.158.37.40"
2010809,1,mnwwest,"115.164.214.17, 130.176.7.95"
2011709,1,mnwwest,"200.124.188.177, 130.176.40.16"
2012809,1,mnwwest,"179.67.217.193, 130.176.164.15"
2013509,1,mnwwest,"174.87.10.154, 15.158.5.45"
2000010,1,mnwwest,"45.172.58.148, 130.176.40.100"
2001810,1,mnwwest,"174.203.96.148, 15.158.35.149"
2002510,1,mnwwest,"76.23.106.135, 70.132.58.67"
2004110,1,mnwwest,"75.74.177.53, 130.176.210.85"
2005410,1,mnwwest,"191.5.223.209, 130.176.164.150"
2005910,1,mnwwest,"71.184.156.247, 70.132.21.137"
2009810,1,mnwwest,"189.31.88.146, 15.158.19.178"
2012310,1,mnwwest,"187.161.25.62, 70.132.9.150"
2000511,1,mnwwest,"98.59.146.207, 15.158.5.46"
2006811,1,mnwwest,"192.141.246.160, 15.158.29.87"
2008011,1,mnwwest,"61.6.116.166, 130.176.7.159"
2011211,1,mnwwest,"187.153.1.238, 15.158.15.4"
2011611,1,mnwwest,"96.235.174.12, 15.158.35.168"
2012911,1,mnwwest,"68.50.168.49, 15.158.2.11"
2001012,1,mnwwest,"177.227.50.162, 130.176.174.15"
2001212,1,mnwwest,"189.203.205.240, 130.176.210.8"
2002212,1,mnwwest,"79.146.42.227, 15.158.55.71"
2002412,1,mnwwest,"201.2.23.252, 130.176.40.132"
2002712,1,mnwwest,"120.29.69.169, 130.176.93.139"
2004212,1,mnwwest,"173.89.69.23, 15.158.2.11"
2004712,1,mnwwest,"166.194.158.53, 15.158.2.21"
2007112,1,mnwwest,"216.170.5.207, 15.158.2.11"
2007312,1,mnwwest,"124.187.210.139, 130.176.108.1"
2010712,1,mnwwest,"116.240.127.23, 52.46.58.139"
2012212,1,mnwwest,"213.22.206.11, 64.252.170.158"
2013712,1,mnwwest,"107.77.228.14, 15.158.15.45"
2000513,1,mnwwest,"187.102.255.254, 130.176.40.15"
2001513,1,mnwwest,"187.246.250.51, 15.158.29.79"
2002113,1,mnwwest,"213.205.194.65, 130.176.222.12"
2003313,1,mnwwest,"181.20.99.91, 130.176.220.53"
2004413,1,mnwwest,"90.203.187.55, 64.252.166.86"
2004513,1,mnwwest,"139.47.123.58, 15.158.55.71"
2008613,1,mnwwest,"115.164.181.30, 130.176.7.95"
2009113,1,mnwwest,"94.6.35.145, 130.176.222.120"
2009513,1,mnwwest,"47.61.91.62, 15.158.55.79"
2011313,1,mnwwest,"177.87.234.171, 130.176.164.11"
2012213,1,mnwwest,"47.146.67.195, 130.176.174.167"
2012713,1,mnwwest,"147.0.178.18, 15.158.61.44"
2013513,1,mnwwest,"172.58.19.131, 15.158.15.45"
2000214,1,mnwwest,"177.125.173.196, 130.176.40.13"
2000714,1,mnwwest,"187.190.95.23, 70.132.9.99"
2000814,1,mnwwest,"189.219.248.181, 15.158.29.119"
2001814,1,mnwwest,"189.217.205.192, 130.176.55.83"
2003714,1,mnwwest,"213.194.147.92, 15.158.55.73"
2005214,1,mnwwest,"143.208.174.234, 130.176.40.15"
2005414,1,mnwwest,"24.73.19.123, 130.176.210.82"
2009714,1,mnwwest,"167.57.135.110, 130.176.220.37"
2012214,1,mnwwest,"172.56.185.23, 15.158.15.16"
2000815,1,mnwwest,"103.5.1.130, 64.252.188.177"
2001815,1,mnwwest,"104.202.136.37, 15.158.29.119"
2002115,1,mnwwest,"81.78.28.62, 130.176.222.70"
2002315,1,mnwwest,"49.147.148.66, 130.176.25.153"
2002715,1,mnwwest,"86.187.234.130, 70.132.46.85"
2002915,1,mnwwest,"49.197.148.140, 130.176.212.79"
2003115,1,mnwwest,"2.83.36.203, 64.252.170.75"
2003515,1,mnwwest,"2.29.49.102, 130.176.222.120"
2005215,1,mnwwest,"75.100.183.129, 15.158.2.21"
2006515,1,mnwwest,"110.54.162.181, 130.176.25.132"
2008215,1,mnwwest,"82.43.115.203, 64.252.166.91"
2009415,1,mnwwest,"5.225.207.214, 130.176.170.115"
2010115,1,mnwwest,"187.19.222.57, 15.158.8.149"
2010615,1,mnwwest,"192.141.244.220, 15.158.29.74"
2010915,1,mnwwest,"98.238.229.237, 15.158.5.37"
2011515,1,mnwwest,"95.94.158.172, 64.252.170.151"
2012115,1,mnwwest,"187.188.228.191, 70.132.6.146"
2012915,1,mnwwest,"24.203.235.239, 130.176.130.75"
2013315,1,mnwwest,"187.139.231.21, 15.158.29.74"
2013415,1,mnwwest,"184.100.218.242, 130.176.50.10"
2000516,1,mnwwest,"177.97.255.170, 15.158.19.171"
2001416,1,mnwwest,"170.51.164.4, 130.176.40.157"
2002616,1,mnwwest,"189.76.216.156, 130.176.164.15"
2005816,1,mnwwest,"100.1.101.140, 15.158.35.145"
2006816,1,mnwwest,"72.185.117.30, 130.176.210.85"
2011016,1,mnwwest,"177.228.108.238, 130.176.174.1"
2012216,1,mnwwest,"177.84.148.33, 130.176.40.157"
2012316,1,mnwwest,"68.51.136.102, 15.158.2.11"
2001517,1,mnwwest,"200.123.38.79, 15.158.19.146"
2004117,1,mnwwest,"177.239.93.198, 130.176.4.132"
2004217,1,mnwwest,"177.227.32.168, 130.176.4.79"
2004317,1,mnwwest,"137.175.218.182, 130.176.130.9"
2004417,1,mnwwest,"174.93.178.3, 15.158.17.72"
2004617,1,mnwwest,"82.2.64.205, 130.176.222.126"
2005617,1,mnwwest,"81.9.193.95, 15.158.55.117"
2007417,1,mnwwest,"73.161.109.100, 15.158.2.7"
2010417,1,mnwwest,"187.244.123.157, 15.158.29.84"
2010917,1,mnwwest,"172.58.72.106, 15.158.15.4"
2011017,1,mnwwest,"186.249.187.199, 15.158.8.136"
2011317,1,mnwwest,"200.39.45.14, 130.176.40.139"
2011817,1,mnwwest,"45.185.89.41, 15.158.8.149"
2000618,1,mnwwest,"187.190.195.244, 15.158.29.111"
2001518,1,mnwwest,"151.210.159.232, 130.176.150.8"
2001718,1,mnwwest,"2.223.163.156, 70.132.49.81"
2002018,1,mnwwest,"149.167.148.62, 70.132.29.110"
2003218,1,mnwwest,"115.164.41.246, 130.176.7.144"
2004918,1,mnwwest,"107.132.83.211, 15.158.29.87"
2008418,1,mnwwest,"73.113.179.14, 130.176.210.78"
2008918,1,mnwwest,"49.149.174.8, 130.176.187.74"
2010018,1,mnwwest,"47.45.150.89, 15.158.4.13"
2010318,1,mnwwest,"170.81.3.225, 52.46.43.110"
2013518,1,mnwwest,"161.57.100.181, 15.158.2.11"
2013818,1,mnwwest,"192.141.246.139, 15.158.29.87"
2000019,1,mnwwest,"190.92.109.193, 130.176.40.100"
2000119,1,mnwwest,"174.213.244.191, 70.132.36.70"
2000219,1,mnwwest,"190.2.100.12, 15.158.19.146"
2001019,1,mnwwest,"201.175.205.184, 15.158.29.119"
2002619,1,mnwwest,"121.121.167.139, 130.176.7.159"
2003119,1,mnwwest,"190.190.111.117, 130.176.220.1"
2003519,1,mnwwest,"207.248.126.4, 130.176.220.21"
2004919,1,mnwwest,"92.5.197.78, 130.176.222.70"
2007619,1,mnwwest,"76.90.193.104, 15.158.15.12"
2008019,1,mnwwest,"119.224.76.245, 130.176.150.87"
2008319,1,mnwwest,"174.56.235.59, 130.176.210.85"
2008619,1,mnwwest,"109.149.96.176, 130.176.222.12"
2011019,1,mnwwest,"174.202.196.138, 70.132.9.106"
2000920,1,mnwwest,"112.198.216.112, 130.176.187.1"
2001320,1,mnwwest,"173.180.222.134, 130.176.132.1"
2004920,1,mnwwest,"45.163.61.50, 15.158.19.167"
2007020,1,mnwwest,"177.231.14.23, 15.158.29.74"
2007220,1,mnwwest,"177.51.70.50, 130.176.40.100"
2007720,1,mnwwest,"47.6.146.172, 15.158.15.4"
2008820,1,mnwwest,"89.181.148.221, 64.252.170.75"
2009020,1,mnwwest,"201.17.98.251, 15.158.19.178"
2009220,1,mnwwest,"177.37.147.6, 15.158.8.175"
2010320,1,mnwwest,"187.235.21.104, 130.176.56.141"
2010620,1,mnwwest,"90.221.60.71, 64.252.166.161"
2011620,1,mnwwest,"172.58.162.161, 15.158.2.13"
2012220,1,mnwwest,"170.246.213.235, 130.176.164.1"
2000121,1,mnwwest,"152.235.29.74, 15.158.19.167"
2004121,1,mnwwest,"177.20.162.28, 130.176.40.139"
2004721,1,mnwwest,"177.26.76.45, 130.176.40.157"
2005921,1,mnwwest,"58.104.233.210, 70.132.29.72"
2006221,1,mnwwest,"191.215.180.87, 15.158.19.171"
2007221,1,mnwwest,"162.156.227.126, 130.176.130.1"
2007421,1,mnwwest,"173.177.242.209, 130.176.130.1"
2009321,1,mnwwest,"85.255.234.100, 130.176.222.70"
2009721,1,mnwwest,"187.60.179.234, 130.176.164.17"
2010121,1,mnwwest,"138.207.141.19, 130.176.179.8"
2010921,1,mnwwest,"184.75.137.46, 130.176.130.135"
2011121,1,mnwwest,"107.122.245.42, 15.158.2.13"
2013821,1,mnwwest,"76.100.134.97, 130.176.66.160"
2000122,1,mnwwest,"177.245.99.117, 130.176.4.79"
2000322,1,mnwwest,"186.148.68.109, 15.158.37.40"
2001222,1,mnwwest,"172.56.80.10, 130.176.4.140"
2005222,1,mnwwest,"189.133.217.216, 70.132.9.150"
2005522,1,mnwwest,"85.240.62.182, 64.252.170.151"
2006822,1,mnwwest,"179.97.122.212, 52.46.43.172"
2008822,1,mnwwest,"173.177.244.84, 130.176.130.14"
2009622,1,mnwwest,"174.73.24.142, 130.176.210.116"
2011622,1,mnwwest,"177.247.105.171, 130.176.4.140"
2000023,1,mnwwest,"181.209.93.244, 15.158.19.146"
2000323,1,mnwwest,"168.227.160.231, 15.158.8.146"
2000823,1,mnwwest,"177.247.116.151, 130.176.4.85"
2001423,1,mnwwest,"177.72.235.47, 130.176.164.137"
2002623,1,mnwwest,"67.241.151.177, 15.158.35.149"
2002923,1,mnwwest,"177.39.173.23, 15.158.8.144"
2003923,1,mnwwest,"45.190.132.172, 15.158.8.149"
2006123,1,mnwwest,"177.228.128.17, 130.176.174.71"
2006923,1,mnwwest,"172.58.104.98, 15.158.29.116"
2008723,1,mnwwest,"188.80.25.253, 64.252.170.158"
2012623,1,mnwwest,"189.138.2.235, 130.176.174.167"
2012723,1,mnwwest,"189.173.97.81, 15.158.15.4"
2012823,1,mnwwest,"72.204.107.192, 15.158.29.84"
2000024,1,mnwwest,"200.110.197.88, 15.158.19.133"
2000724,1,mnwwest,"189.203.104.246, 70.132.6.160"
2000824,1,mnwwest,"190.183.247.43, 52.46.43.135"
2002724,1,mnwwest,"200.56.124.10, 130.176.210.85"
2004724,1,mnwwest,"70.92.105.193, 15.158.61.49"
2008124,1,mnwwest,"37.222.52.166, 15.158.55.117"
2008524,1,mnwwest,"77.97.143.96, 130.176.222.69"
2008824,1,mnwwest,"188.82.33.176, 64.252.170.83"
2010524,1,mnwwest,"96.20.126.137, 130.176.130.97"
2010824,1,mnwwest,"198.62.181.252, 15.158.2.4"
2012624,1,mnwwest,"170.150.240.171, 15.158.19.146"
2012724,1,mnwwest,"179.189.130.104, 130.176.40.10"
2000025,1,mnwwest,"187.192.67.52, 130.176.4.94"
2000525,1,mnwwest,"82.45.177.14, 64.252.166.92"
2001525,1,mnwwest,"97.104.190.73, 70.132.58.73"
2002725,1,mnwwest,"73.122.148.30, 130.176.210.116"
2003425,1,mnwwest,"191.193.223.56, 15.158.19.167"
2003825,1,mnwwest,"45.4.54.252, 130.176.220.15"
2004725,1,mnwwest,"62.175.81.11, 15.158.55.104"
2006025,1,mnwwest,"72.168.128.131, 130.176.4.132"
2006425,1,mnwwest,"175.143.173.221, 130.176.7.94"
2009525,1,mnwwest,"12.30.189.26, 70.132.9.106"
2009725,1,mnwwest,"69.156.20.196, 64.252.147.156"
2011925,1,mnwwest,"189.29.150.137, 130.176.40.139"
2000626,1,mnwwest,"190.178.31.135, 15.158.19.178"
2001126,1,mnwwest,"74.219.113.166, 70.132.21.83"
2003226,1,mnwwest,"45.178.153.156, 130.176.164.11"
2003626,1,mnwwest,"92.40.186.121, 130.176.222.70"
2005326,1,mnwwest,"177.190.209.228, 15.158.8.136"
2005426,1,mnwwest,"177.23.61.201, 15.158.19.167"
2005526,1,mnwwest,"186.227.123.62, 52.46.43.135"
2005926,1,mnwwest,"187.189.88.27, 15.158.29.118"
2007926,1,mnwwest,"112.204.198.36, 130.176.25.153"
2008026,1,mnwwest,"81.159.172.54, 130.176.97.77"
2008426,1,mnwwest,"103.185.219.242, 64.252.188.73"
2008826,1,mnwwest,"86.25.126.106, 70.132.49.153"
2009026,1,mnwwest,"187.72.202.4, 130.176.40.139"
2010826,1,mnwwest,"2.219.27.190, 70.132.49.150"
2011526,1,mnwwest,"152.255.101.97, 130.176.164.71"
2012326,1,mnwwest,"177.227.61.61, 15.158.29.84"
2013226,1,mnwwest,"68.33.49.118, 70.132.59.71"
2013726,1,mnwwest,"45.191.77.104, 15.158.37.50"
2000727,1,mnwwest,"181.97.16.81, 130.176.220.47"
2001327,1,mnwwest,"107.146.201.166, 70.132.36.97"
2002027,1,mnwwest,"49.150.109.71, 130.176.93.82"
2003427,1,mnwwest,"160.2.106.56, 15.158.4.50"
