uid,等级,渠道,ip地址
1003244,1,mnwwest,"190.229.133.50, 130.176.220.52"
1004344,1,mnwwest,"87.196.74.105, 64.252.170.83"
1005044,1,mnwwest,"170.82.88.32, 15.158.37.19"
1006044,1,mnwwest,"2.100.119.43, 130.176.222.70"
1008544,1,mnwwest,"181.230.41.190, 130.176.220.53"
1008844,1,mnwwest,"189.133.217.185, 15.158.29.87"
1009144,1,mnwwest,"86.27.167.67, 64.252.166.92"
1009744,1,mnwwest,"203.211.109.231, 130.176.150.8"
1010044,1,mnwwest,"35.133.237.169, 130.176.210.11"
1010444,1,mnwwest,"200.95.181.81, 52.46.43.110"
1000345,1,mnwwest,"45.229.91.2, 130.176.164.137"
1003045,1,mnwwest,"162.40.51.126, 15.158.29.116"
1003345,1,mnwwest,"81.172.5.175, 15.158.55.118"
1003845,1,mnwwest,"95.16.192.255, 70.132.28.77"
1006045,1,mnwwest,"45.176.53.90, 15.158.8.144"
1006945,1,mnwwest,"177.50.7.215, 15.158.19.146"
1007045,1,mnwwest,"186.220.37.162, 130.176.40.157"
1008145,1,mnwwest,"78.30.3.210, 15.158.55.79"
1009645,1,mnwwest,"89.214.125.31, 64.252.170.158"
1009945,1,mnwwest,"84.23.213.43, 64.252.170.158"
1010945,1,mnwwest,"186.143.135.77, 15.158.19.181"
1011245,1,mnwwest,"124.105.95.31, 130.176.7.159"
1000246,1,mnwwest,"179.235.94.219, 130.176.40.165"
1002146,1,mnwwest,"49.145.168.159, 130.176.25.153"
1004746,1,mnwwest,"190.224.34.2, 130.176.220.52"
1005146,1,mnwwest,"110.54.138.210, 130.176.93.150"
1005646,1,mnwwest,"49.149.111.128, 130.176.187.68"
1006746,1,mnwwest,"143.0.118.219, 130.176.164.150"
1007046,1,mnwwest,"130.105.154.24, 130.176.93.150"
1008046,1,mnwwest,"94.174.105.161, 130.176.97.93"
1008646,1,mnwwest,"177.87.5.108, 15.158.8.144"
1010046,1,mnwwest,"96.3.82.254, 130.176.50.80"
1010446,1,mnwwest,"49.150.111.140, 64.252.188.124"
1011246,1,mnwwest,"71.233.82.5, 70.132.21.78"
1011446,1,mnwwest,"98.26.150.84, 130.176.210.82"
1000647,1,mnwwest,"49.150.76.243, 130.176.93.139"
1001647,1,mnwwest,"94.62.218.195, 64.252.170.161"
1002247,1,mnwwest,"212.166.163.165, 15.158.55.104"
1002747,1,mnwwest,"188.76.124.72, 15.158.55.79"
1003047,1,mnwwest,"201.141.209.0, 15.158.29.84"
1003647,1,mnwwest,"187.146.216.136, 15.158.15.4"
1004647,1,mnwwest,"168.121.203.101, 15.158.37.50"
1005247,1,mnwwest,"177.242.158.94, 130.176.4.85"
1006947,1,mnwwest,"109.149.188.169, 130.176.222.1"
1007947,1,mnwwest,"181.93.186.1, 130.176.220.53"
1008747,1,mnwwest,"189.84.222.142, 15.158.37.5"
1010747,1,mnwwest,"158.247.38.130, 130.176.210.82"
1000448,1,mnwwest,"172.58.33.23, 15.158.15.4"
1005048,1,mnwwest,"49.150.214.62, 130.176.93.134"
1008648,1,mnwwest,"2.81.40.120, 64.252.170.158"
1008748,1,mnwwest,"45.225.158.11, 15.158.19.178"
1008948,1,mnwwest,"189.96.232.239, 52.46.43.68"
1010348,1,mnwwest,"68.148.64.25, 15.158.4.13"
1011048,1,mnwwest,"73.212.214.90, 130.176.210.118"
1000649,1,mnwwest,"175.176.71.13, 130.176.93.86"
1004449,1,mnwwest,"170.82.181.100, 15.158.37.12"
1005649,1,mnwwest,"186.22.19.159, 130.176.220.53"
1006949,1,mnwwest,"170.0.203.229, 52.46.43.172"
1009249,1,mnwwest,"190.177.248.242, 15.158.19.178"
1009549,1,mnwwest,"119.93.52.6, 130.176.93.152"
1009849,1,mnwwest,"189.217.103.127, 15.158.29.84"
1010349,1,mnwwest,"108.76.206.88, 70.132.9.106"
1010749,1,mnwwest,"174.208.35.141, 130.176.133.96"
1001150,1,mnwwest,"24.156.197.216, 64.252.147.152"
1001350,1,mnwwest,"189.41.203.93, 15.158.19.146"
1003450,1,mnwwest,"45.176.241.96, 130.176.40.157"
1004050,1,mnwwest,"213.205.198.40, 130.176.222.69"
1005950,1,mnwwest,"136.158.10.96, 130.176.93.139"
1006950,1,mnwwest,"191.5.113.219, 130.176.40.157"
1007050,1,mnwwest,"181.191.138.169, 15.158.19.171"
1007750,1,mnwwest,"190.123.151.36, 15.158.19.146"
1008150,1,mnwwest,"193.126.144.57, 64.252.170.151"
1008350,1,mnwwest,"179.124.20.11, 130.176.40.165"
1009750,1,mnwwest,"64.186.10.230, 15.158.35.145"
1000451,1,mnwwest,"112.201.181.235, 130.176.187.7"
1006751,1,mnwwest,"94.62.146.105, 64.252.170.81"
1006851,1,mnwwest,"187.188.10.94, 130.176.55.76"
1007351,1,mnwwest,"174.199.101.59, 15.158.2.9"
1008551,1,mnwwest,"71.7.244.73, 130.176.130.75"
1009051,1,mnwwest,"181.46.166.155, 15.158.19.146"
1010351,1,mnwwest,"177.38.121.126, 130.176.40.157"
1010651,1,mnwwest,"189.232.181.213, 15.158.15.16"
1000652,1,mnwwest,"187.161.242.62, 70.132.9.101"
1000952,1,mnwwest,"68.189.79.16, 15.158.5.13"
1002152,1,mnwwest,"151.229.107.127, 130.176.222.1"
1002652,1,mnwwest,"62.42.112.42, 15.158.55.73"
1003652,1,mnwwest,"179.104.189.32, 15.158.19.178"
1009252,1,mnwwest,"168.226.219.147, 15.158.19.167"
1010152,1,mnwwest,"186.22.16.141, 130.176.220.15"
1000653,1,mnwwest,"45.230.167.46, 15.158.37.12"
1001153,1,mnwwest,"180.195.192.39, 130.176.93.161"
1002053,1,mnwwest,"187.150.213.113, 70.132.58.67"
1002853,1,mnwwest,"191.212.145.234, 15.158.8.175"
1002953,1,mnwwest,"189.219.248.173, 15.158.29.84"
1003453,1,mnwwest,"172.58.44.76, 64.252.140.89"
1004153,1,mnwwestios,"15.181.199.248, 130.176.179.54"
1004753,1,mnwwest,"175.176.24.212, 130.176.93.161"
1004853,1,mnwwest,"187.188.65.162, 130.176.174.13"
1005053,1,mnwwest,"189.144.253.249, 130.176.56.85"
1006053,1,mnwwest,"49.151.9.173, 130.176.93.139"
1006153,1,mnwwest,"177.87.166.69, 15.158.19.146"
1006753,1,mnwwest,"213.94.0.21, 15.158.55.118"
1007053,1,mnwwest,"201.177.129.192, 130.176.220.4"
1007353,1,mnwwest,"189.250.172.158, 130.176.56.14"
1009353,1,mnwwest,"109.51.167.198, 64.252.170.75"
1010353,1,mnwwest,"177.228.191.83, 130.176.174.13"
1010453,1,mnwwest,"186.13.40.137, 15.158.19.146"
1010953,1,mnwwest,"187.190.169.219, 70.132.58.138"
1000154,1,mnwwest,"45.70.160.146, 15.158.8.136"
1000454,1,mnwwest,"189.70.175.146, 130.176.164.17"
1001054,1,mnwwest,"120.152.87.187, 130.176.212.10"
1001154,1,mnwwest,"180.191.65.34, 130.176.93.161"
1009254,1,mnwwest,"177.247.116.144, 130.176.4.132"
1009854,1,mnwwest,"45.172.142.12, 64.252.175.131"
1010454,1,mnwwest,"177.75.222.1, 15.158.19.146"
1001655,1,mnwwest,"85.241.6.252, 64.252.170.158"
1002055,1,mnwwest,"187.135.241.252, 130.176.56.76"
1002755,1,mnwwest,"179.254.205.125, 130.176.40.15"
1003555,1,mnwwest,"172.56.64.75, 130.176.210.118"
1003955,1,mnwwest,"189.26.179.135, 15.158.19.146"
1007455,1,mnwwest,"201.3.163.206, 15.158.19.167"
1008055,1,mnwwest,"170.79.0.75, 130.176.40.165"
1010955,1,mnwwest,"187.189.181.186, 70.132.6.70"
1011455,1,mnwwest,"76.134.89.191, 130.176.210.78"
1000256,1,mnwwest,"177.70.247.211, 15.158.37.16"
1000556,1,mnwwest,"23.119.52.200, 15.158.29.84"
1001556,1,mnwwest,"170.78.130.97, 52.46.43.68"
1002556,1,mnwwest,"201.1.175.251, 130.176.40.157"
1003856,1,mnwwest,"177.11.206.30, 130.176.164.145"
1005256,1,mnwwest,"212.106.252.86, 15.158.55.79"
1009256,1,mnwwest,"172.79.184.175, 15.158.2.4"
1010556,1,mnwwest,"45.161.5.21, 130.176.40.100"
1010856,1,mnwwest,"62.151.210.66, 130.176.170.101"
1000657,1,mnwwest,"119.111.230.149, 130.176.93.13"
1003357,1,mnwwest,"189.96.226.21, 15.158.19.171"
1003757,1,mnwwest,"90.250.72.42, 130.176.222.126"
1003957,1,mnwwest,"179.158.64.88, 15.158.19.146"
1006857,1,mnwwest,"103.67.165.106, 64.252.188.74"
1008957,1,mnwwest,"201.71.33.51, 15.158.19.146"
1010957,1,mnwwest,"181.224.120.11, 15.158.19.146"
1000358,1,mnwwest,"107.122.93.18, 15.158.2.4"
1000658,1,mnwwest,"177.232.90.202, 130.176.55.92"
1001258,1,mnwwest,"177.37.181.32, 15.158.8.146"
1002158,1,mnwwest,"99.169.75.81, 130.176.210.116"
1004058,1,mnwwest,"82.25.113.181, 130.176.222.120"
1005258,1,mnwwest,"92.27.253.22, 64.252.166.91"
1005658,1,mnwwest,"84.91.14.208, 15.158.55.73"
1007258,1,mnwwest,"181.46.9.16, 130.176.220.15"
1009058,1,mnwwest,"131.100.233.143, 130.176.164.1"
1009158,1,mnwwest,"189.248.242.192, 70.132.9.101"
1009958,1,mnwwest,"198.179.6.231, 15.158.2.21"
1010558,1,mnwwest,"45.174.189.166, 15.158.19.146"
1002259,1,mnwwest,"38.83.12.222, 70.132.59.160"
1002459,1,mnwwest,"85.244.188.19, 64.252.170.151"
1002559,1,mnwwest,"89.153.164.248, 64.252.170.83"
1003459,1,mnwwest,"94.62.12.246, 64.252.170.158"
1003659,1,mnwwest,"177.209.126.58, 15.158.19.178"
1004459,1,mnwwest,"188.250.177.156, 130.176.170.1"
1005459,1,mnwwest,"136.158.44.203, 130.176.25.141"
1006859,1,mnwwest,"45.90.238.200, 130.176.170.160"
1007759,1,mnwwest,"176.26.18.85, 130.176.6.159"
1009459,1,mnwwest,"217.35.73.6, 130.176.222.70"
1010359,1,mnwwest,"201.141.123.3, 70.132.6.146"
1011359,1,mnwwest,"148.69.199.178, 64.252.170.81"
1000060,1,mnwwest,"172.222.118.241, 15.158.2.21"
1003060,1,mnwwest,"189.232.193.10, 15.158.15.12"
1007560,1,mnwwest,"190.51.122.17, 64.252.175.79"
1008660,1,mnwwest,"108.70.13.148, 130.176.210.82"
1008760,1,mnwwest,"176.24.246.56, 64.252.166.150"
1009660,1,mnwwest,"45.167.203.117, 15.158.2.13"
1000861,1,mnwwest,"201.175.98.191, 70.132.9.99"
1002861,1,mnwwest,"188.81.106.142, 64.252.170.158"
1002961,1,mnwwest,"186.250.209.41, 15.158.19.146"
1003761,1,mnwwest,"187.119.229.165, 15.158.19.133"
1005261,1,mnwwest,"213.22.175.116, 64.252.170.81"
1006861,1,mnwwest,"179.154.8.4, 15.158.19.133"
1007661,1,mnwwest,"58.69.112.203, 130.176.93.161"
1009761,1,mnwwest,"201.175.219.22, 15.158.29.79"
1009861,1,mnwwest,"201.235.50.132, 130.176.220.47"
1010461,1,mnwwest,"201.92.150.145, 15.158.19.178"
1010561,1,mnwwest,"186.4.87.177, 15.158.19.133"
1011061,1,mnwwest,"45.174.80.199, 130.176.164.150"
1000062,1,mnwwest,"71.41.122.227, 70.132.58.67"
1000262,1,mnwwest,"174.203.35.222, 70.132.9.99"
1000362,1,mnwwest,"170.84.23.253, 130.176.40.132"
1003162,1,mnwwest,"60.52.87.242, 130.176.7.78"
1003562,1,mnwwest,"172.56.89.222, 15.158.29.74"
1004762,1,mnwwest,"148.246.183.145, 15.158.29.119"
1005062,1,mnwwest,"189.218.220.246, 70.132.9.38"
1006062,1,mnwwest,"188.82.15.186, 130.176.170.115"
1007662,1,mnwwest,"201.77.174.160, 130.176.164.14"
1000163,1,mnwwest,"186.249.178.1, 15.158.8.136"
1000263,1,mnwwest,"1.132.29.121, 70.132.29.116"
1001363,1,mnwwest,"45.226.62.218, 15.158.8.136"
1001463,1,mnwwest,"131.255.23.220, 15.158.37.5"
1001663,1,mnwwest,"177.221.75.51, 130.176.40.132"
1003763,1,mnwwest,"119.224.89.107, 130.176.150.14"
1004263,1,mnwwest,"151.210.160.250, 130.176.150.1"
1004463,1,mnwwest,"200.53.69.235, 52.46.43.75"
1004763,1,mnwwest,"202.187.91.48, 130.176.7.144"
1007863,1,mnwwest,"177.227.71.17, 130.176.4.85"
1009363,1,mnwwest,"130.105.154.162, 130.176.93.82"
1010363,1,mnwwest,"170.81.83.48, 15.158.8.149"
1010563,1,mnwwest,"187.111.12.172, 15.158.19.133"
1010663,1,mnwwest,"84.13.191.181, 130.176.222.70"
1011063,1,mnwwest,"60.48.168.202, 130.176.7.95"
1001764,1,mnwwest,"88.111.13.21, 64.252.166.150"
1002864,1,mnwwest,"83.40.248.81, 15.158.55.118"
1003164,1,mnwwest,"138.99.56.78, 52.46.43.110"
1004364,1,mnwwest,"174.61.5.178, 130.176.210.78"
1005864,1,mnwwest,"90.207.193.251, 70.132.38.118"
1009264,1,mnwwest,"189.232.93.194, 130.176.56.138"
1009664,1,mnwwest,"85.243.231.21, 64.252.170.81"
1001165,1,mnwwest,"81.105.37.153, 130.176.222.73"
1001565,1,mnwwest,"112.198.168.12, 130.176.93.139"
1005465,1,mnwwest,"58.97.164.154, 130.176.93.150"
1005665,1,mnwwest,"112.200.163.198, 130.176.93.16"
1006565,1,mnwwest,"186.39.112.39, 130.176.220.52"
1006665,1,mnwwest,"92.40.174.106, 70.132.38.118"
1007065,1,mnwwest,"189.6.247.99, 130.176.164.71"
1008065,1,mnwwest,"187.190.180.159, 70.132.9.150"
1008565,1,mnwwest,"174.199.49.212, 15.158.2.7"
1009965,1,mnwwest,"45.191.80.38, 130.176.220.53"
1000166,1,mnwwest,"168.181.7.18, 130.176.40.139"
1002266,1,mnwwest,"45.71.233.73, 15.158.8.175"
1003166,1,mnwwest,"170.239.36.231, 130.176.40.157"
1005766,1,mnwwest,"173.10.140.225, 70.132.59.91"
1011466,1,mnwwest,"24.49.59.66, 130.176.179.8"
1000767,1,mnwwest,"159.147.16.140, 15.158.55.73"
1001167,1,mnwwest,"130.105.185.253, 130.176.93.86"
1001667,1,mnwwest,"124.184.79.32, 130.176.108.158"
1005467,1,mnwwest,"218.111.4.169, 130.176.7.158"
1007467,1,mnwwest,"170.51.202.140, 130.176.220.15"
1008167,1,mnwwest,"95.93.88.247, 64.252.170.151"
1008267,1,mnwwest,"95.151.25.102, 130.176.97.138"
1008967,1,mnwwest,"45.162.139.58, 15.158.19.146"
1009267,1,mnwwest,"45.174.88.253, 70.132.9.106"
1009667,1,mnwwest,"177.75.23.101, 15.158.8.144"
1010067,1,mnwwest,"24.138.92.7, 130.176.130.75"
1010367,1,mnwwest,"199.126.31.179, 130.176.132.12"
1000168,1,mnwwest,"45.168.44.133, 15.158.8.168"
1000968,1,mnwwest,"174.94.85.141, 15.158.12.14"
1001868,1,mnwwest,"49.144.47.51, 130.176.93.139"
1002568,1,mnwwest,"168.197.252.108, 130.176.220.3"
1005868,1,mnwwest,"95.19.176.30, 15.158.55.104"
1007868,1,mnwwest,"179.127.158.69, 130.176.40.139"
1007968,1,mnwwest,"136.158.8.211, 130.176.93.134"
1000069,1,mnwwest,"191.251.59.75, 130.176.164.175"
1000269,1,mnwwest,"177.201.82.45, 130.176.40.165"
1000569,1,mnwwest,"183.171.137.59, 130.176.7.95"
1001169,1,mnwwest,"187.187.192.77, 130.176.55.77"
1003169,1,mnwwest,"201.97.116.240, 15.158.29.84"
1003269,1,mnwwest,"200.11.9.168, 15.158.19.167"
1004069,1,mnwwestios,"86.158.198.43, 70.132.38.77"
1005169,1,mnwwest,"113.211.100.55, 130.176.7.94"
1005269,1,mnwwest,"187.192.155.226, 130.176.56.76"
1005469,1,mnwwest,"73.116.12.242, 15.158.5.17"
1006169,1,mnwwest,"86.31.97.154, 64.252.166.86"
1007269,1,mnwwest,"201.174.173.83, 130.176.179.14"
1008969,1,mnwwest,"189.13.57.94, 130.176.40.157"
1010769,1,mnwwest,"152.86.153.207, 130.176.210.11"
1000970,1,mnwwest,"31.50.143.200, 130.176.222.73"
1007170,1,mnwwest,"94.10.39.78, 130.176.222.120"
1009170,1,mnwwest,"187.33.209.123, 130.176.40.139"
1009470,1,mnwwest,"73.146.106.9, 15.158.2.4"
1009770,1,mnwwest,"72.24.75.243, 15.158.29.84"
1010270,1,mnwwest,"177.128.86.116, 15.158.19.178"
1001871,1,mnwwest,"83.36.150.64, 15.158.55.118"
1002971,1,mnwwest,"46.69.99.15, 130.176.222.73"
1004471,1,mnwwest,"177.245.209.53, 130.176.4.94"
1005571,1,mnwwest,"90.246.224.46, 130.176.222.120"
1007371,1,mnwwest,"2.83.196.75, 64.252.170.158"
1007771,1,mnwwest,"186.22.18.239, 130.176.220.15"
1009371,1,mnwwest,"184.146.14.221, 64.252.147.152"
1009871,1,mnwwest,"86.146.156.44, 130.176.222.69"
1001172,1,mnwwest,"175.144.113.202, 130.176.7.158"
1001272,1,mnwwest,"122.61.178.111, 130.176.150.14"
1002272,1,mnwwest,"183.171.116.160, 130.176.7.144"
1003272,1,mnwwest,"190.224.107.177, 130.176.220.4"
1004672,1,mnwwest,"187.19.149.145, 15.158.8.168"
1006072,1,mnwwest,"175.176.4.79, 130.176.93.139"
1006372,1,mnwwest,"187.190.161.35, 130.176.55.155"
1007072,1,mnwwest,"112.210.162.188, 130.176.93.13"
1009572,1,mnwwest,"45.70.254.82, 15.158.8.168"
1009972,1,mnwwest,"190.188.34.79, 130.176.220.52"
1010372,1,mnwwest,"45.173.212.87, 130.176.40.165"
1002173,1,mnwwest,"191.253.87.147, 15.158.8.136"
1004173,1,mnwwest,"177.227.63.169, 15.158.29.79"
1007373,1,mnwwest,"181.12.43.180, 130.176.220.47"
1000174,1,mnwwest,"38.35.230.23, 130.176.67.143"
1000374,1,mnwwest,"49.145.6.223, 130.176.93.86"
1003474,1,mnwwest,"168.195.167.102, 15.158.8.144"
1005874,1,mnwwest,"179.241.22.55, 130.176.40.157"
1006574,1,mnwwest,"120.28.70.3, 130.176.25.132"
1006774,1,mnwwest,"189.222.146.238, 130.176.174.1"
1008274,1,mnwwest,"179.41.98.108, 15.158.19.133"
1008874,1,mnwwest,"78.146.129.3, 130.176.222.69"
1011274,1,mnwwest,"99.69.12.13, 15.158.5.45"
1001575,1,mnwwest,"181.232.241.78, 15.158.8.136"
1002875,1,mnwwest,"172.56.34.126, 15.158.35.149"
1003875,1,mnwwest,"177.173.232.97, 15.158.8.132"
1005875,1,mnwwest,"90.167.87.211, 15.158.55.73"
1007075,1,mnwwest,"130.51.217.110, 15.158.7.134"
1008175,1,mnwwest,"2.31.214.82, 130.176.222.120"
1009675,1,mnwwest,"24.244.29.214, 64.252.140.87"
1004276,1,mnwwest,"138.94.85.184, 15.158.19.146"
1005476,1,mnwwest,"86.12.42.177, 130.176.222.70"
1005976,1,mnwwest,"200.97.219.21, 130.176.164.175"
1006576,1,mnwwest,"190.2.96.79, 130.176.220.47"
1007376,1,mnwwest,"181.44.116.96, 130.176.220.47"
1007976,1,mnwwest,"46.64.247.157, 130.176.222.126"
1008976,1,mnwwest,"168.121.115.66, 15.158.8.175"
1009176,1,mnwwest,"187.74.38.179, 15.158.19.167"
1009376,1,mnwwest,"67.3.22.162, 130.176.50.80"
1010076,1,mnwwest,"177.203.114.240, 130.176.40.13"
1010576,1,mnwwest,"190.225.170.230, 130.176.220.5"
1000577,1,mnwwestios,"65.189.240.206, 15.158.2.4"
1002277,1,mnwwest,"45.4.147.155, 130.176.164.112"
1002477,1,mnwwest,"201.17.101.190, 15.158.19.146"
1004377,1,mnwwest,"177.87.88.78, 15.158.19.146"
1006077,1,mnwwest,"177.221.217.22, 52.46.43.172"
1006177,1,mnwwest,"175.176.30.10, 130.176.25.88"
1007677,1,mnwwest,"177.245.144.124, 130.176.4.132"
1007877,1,mnwwest,"73.58.25.113, 130.176.210.85"
1008777,1,mnwwest,"194.207.79.10, 64.252.166.86"
1009577,1,mnwwest,"200.24.70.132, 130.176.40.157"
1009777,1,mnwwest,"177.30.56.132, 15.158.37.16"
1009877,1,mnwwest,"138.0.155.133, 130.176.220.47"
1009977,1,mnwwest,"179.197.245.80, 15.158.19.146"
1010477,1,mnwwest,"201.74.247.37, 15.158.19.178"
1010577,1,mnwwest,"168.195.0.137, 15.158.19.133"
1010977,1,mnwwest,"170.78.102.12, 15.158.37.5"
1011077,1,mnwwest,"170.0.40.84, 15.158.19.171"
1000478,1,mnwwest,"113.210.95.248, 130.176.7.94"
1001078,1,mnwwest,"180.191.68.67, 130.176.93.134"
1002878,1,mnwwest,"45.169.109.197, 15.158.19.178"
1003478,1,mnwwest,"23.16.120.216, 130.176.132.144"
1004578,1,mnwwest,"49.145.105.240, 130.176.93.86"
1006478,1,mnwwest,"177.236.14.193, 15.158.29.74"
1009078,1,mnwwest,"191.23.116.22, 15.158.19.167"
1009378,1,mnwwest,"200.95.170.86, 130.176.4.79"
1009478,1,mnwwest,"69.55.114.118, 130.176.210.85"
1010278,1,mnwwest,"177.228.142.217, 130.176.4.94"
1010378,1,mnwwest,"170.78.237.14, 15.158.19.178"
1010678,1,mnwwest,"181.191.65.240, 130.176.40.157"
1011278,1,mnwwest,"72.88.245.160, 15.158.35.149"
1000279,1,mnwwest,"183.171.128.90, 130.176.7.94"
1002079,1,mnwwest,"177.221.107.58, 15.158.19.146"
1002979,1,mnwwest,"173.160.110.70, 70.132.36.70"
1003879,1,mnwwest,"90.200.118.152, 64.252.166.92"
1008679,1,mnwwest,"180.190.216.85, 130.176.93.139"
1009079,1,mnwwest,"82.155.76.197, 64.252.170.83"
1009279,1,mnwwest,"181.209.71.187, 130.176.220.53"
1010479,1,mnwwest,"168.194.166.55, 15.158.37.19"
1000380,1,mnwwest,"187.189.188.157, 130.176.56.10"
1001180,1,mnwwest,"115.69.5.14, 70.132.29.109"
1003380,1,mnwwest,"86.177.195.213, 130.176.222.70"
1004280,1,mnwwest,"191.37.145.2, 130.176.40.157"
1004980,1,mnwwest,"103.68.229.60, 70.132.29.100"
1005480,1,mnwwest,"60.50.88.194, 130.176.7.95"
1006780,1,mnwwest,"148.69.197.229, 64.252.170.158"
1008180,1,mnwwest,"189.190.78.133, 130.176.174.15"
1008880,1,mnwwest,"187.201.116.31, 130.176.56.76"
1009280,1,mnwwest,"191.241.140.5, 130.176.164.150"
1010280,1,mnwwest,"131.196.216.180, 15.158.37.12"
1010480,1,mnwwest,"188.77.186.217, 15.158.55.79"
1010580,1,mnwwest,"200.141.47.17, 15.158.8.136"
1000581,1,mnwwest,"120.29.68.155, 130.176.93.139"
1001281,1,mnwwest,"188.37.165.25, 64.252.170.158"
1001581,1,mnwwest,"82.22.7.240, 64.252.166.86"
1002581,1,mnwwest,"90.196.34.169, 130.176.222.70"
1002981,1,mnwwest,"14.1.203.212, 130.176.7.159"
1003581,1,mnwwest,"172.58.45.91, 64.252.140.89"
1005681,1,mnwwest,"175.137.177.185, 130.176.7.95"
1007381,1,mnwwest,"89.240.181.145, 70.132.38.78"
1008681,1,mnwwest,"181.168.101.210, 130.176.220.5"
1010481,1,mnwwest,"138.186.163.187, 130.176.220.4"
1000582,1,mnwwest,"75.100.180.78, 15.158.2.9"
1004082,1,mnwwest,"189.105.69.107, 15.158.19.133"
1008082,1,mnwwest,"184.162.179.110, 130.176.130.1"
1008182,1,mnwwest,"179.106.97.245, 15.158.19.171"
1009182,1,mnwwest,"45.191.80.125, 130.176.220.46"
1000183,1,mnwwest,"189.63.15.140, 15.158.19.178"
1000783,1,mnwwest,"136.158.64.125, 130.176.93.150"
1000983,1,mnwwest,"201.131.241.100, 130.176.164.1"
1001483,1,mnwwest,"136.158.41.178, 130.176.93.86"
1001883,1,mnwwest,"112.200.10.199, 130.176.93.134"
1003583,1,mnwwest,"201.159.145.15, 15.158.8.146"
1006283,1,mnwwest,"108.171.94.116, 130.176.130.97"
1008183,1,mnwwest,"97.111.187.18, 64.252.147.145"
1009183,1,mnwwest,"200.91.35.90, 130.176.220.37"
1009583,1,mnwwest,"190.139.152.125, 130.176.220.4"
1010383,1,mnwwest,"138.94.39.235, 15.158.19.171"
1010583,1,mnwwest,"198.133.167.84, 15.158.35.149"
1000484,1,mnwwest,"187.190.11.124, 70.132.9.106"
1002284,1,mnwwest,"170.246.202.233, 130.176.164.1"
1003084,1,mnwwest,"95.93.107.62, 64.252.170.151"
1003284,1,mnwwest,"189.219.67.56, 15.158.29.87"
1005384,1,mnwwest,"179.189.145.83, 130.176.40.165"
1005684,1,mnwwest,"71.90.235.179, 130.176.210.85"
1006684,1,mnwwest,"138.122.83.54, 15.158.8.146"
1007284,1,mnwwest,"45.227.78.184, 15.158.19.171"
1007584,1,mnwwestios,"101.228.49.176, 130.176.174.11"
1008284,1,mnwwest,"109.49.182.200, 64.252.170.161"
1008384,1,mnwwest,"94.63.51.27, 64.252.170.83"
1011084,1,mnwwest,"191.23.35.94, 130.176.164.137"
1000185,1,mnwwest,"201.35.141.219, 130.176.164.14"
1001585,1,mnwwest,"121.121.166.162, 130.176.7.144"
1002785,1,mnwwest,"37.222.185.41, 15.158.55.118"
1003185,1,mnwwest,"189.237.185.213, 70.132.9.38"
1004585,1,mnwwest,"45.237.110.151, 52.46.43.172"
1005585,1,mnwwest,"58.69.112.163, 130.176.25.148"
1006285,1,mnwwest,"170.51.180.173, 130.176.220.52"
1007285,1,mnwwest,"187.122.124.203, 130.176.40.13"
1009985,1,mnwwest,"186.233.120.58, 130.176.164.71"
1000786,1,mnwwest,"187.190.230.197, 130.176.55.83"
1000986,1,mnwwest,"177.8.116.165, 130.176.164.71"
1001386,1,mnwwest,"201.110.189.213, 130.176.56.13"
1002786,1,mnwwest,"213.138.254.127, 64.252.170.15"
1003086,1,mnwwest,"96.21.122.33, 130.176.130.94"
1003686,1,mnwwest,"190.19.119.153, 130.176.220.53"
1003786,1,mnwwest,"189.104.188.31, 130.176.164.11"
1006086,1,mnwwest,"122.54.203.89, 130.176.187.74"
1006686,1,mnwwest,"134.41.187.118, 15.158.35.149"
1006986,1,mnwwest,"190.122.180.76, 130.176.220.47"
1007686,1,mnwwest,"187.111.204.219, 130.176.164.1"
1009286,1,mnwwest,"179.104.230.148, 15.158.19.146"
1010686,1,mnwwest,"1.157.68.73, 130.176.212.79"
1011286,1,mnwwest,"45.171.59.227, 15.158.8.149"
1002087,1,mnwwest,"72.45.240.58, 15.158.35.150"
1002387,1,mnwwest,"179.232.122.16, 130.176.40.132"
1002487,1,mnwwest,"49.147.97.224, 130.176.25.87"
1003387,1,mnwwest,"179.42.30.190, 130.176.40.157"
1004887,1,mnwwest,"177.245.151.234, 15.158.29.116"
1005287,1,mnwwest,"87.75.69.137, 130.176.97.77"
1005987,1,mnwwest,"158.51.121.34, 130.176.130.135"
1006887,1,mnwwest,"84.90.17.46, 15.158.55.118"
1007787,1,mnwwest,"201.66.100.141, 130.176.40.139"
1008387,1,mnwwest,"191.32.181.73, 15.158.37.16"
1009287,1,mnwwest,"181.191.148.40, 15.158.8.149"
1009887,1,mnwwest,"201.190.254.94, 130.176.220.53"
1002188,1,mnwwest,"37.222.44.230, 15.158.55.117"
1003688,1,mnwwest,"154.59.132.55, 70.132.46.158"
1006088,1,mnwwest,"175.176.69.68, 130.176.93.82"
1006788,1,mnwwest,"85.138.252.120, 64.252.170.75"
1008688,1,mnwwest,"201.213.166.199, 130.176.220.4"
1010888,1,mnwwest,"190.104.36.180, 130.176.220.52"
1000189,1,mnwwest,"45.184.49.201, 15.158.37.12"
1003489,1,mnwwest,"109.249.187.54, 130.176.222.70"
1005189,1,mnwwest,"81.109.20.224, 64.252.166.92"
1005289,1,mnwwest,"78.148.62.43, 130.176.222.126"
